City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
399,Krasnaya Gora,RU,2022-10-20 20:36:05,52.9995,31.6023,33.91,88,0,6.38
400,Grand Gaube,MU,2022-10-20 20:36:06,-20.0064,57.6608,72.37,73,4,5.01
401,Eregli,TR,2022-10-20 20:36:06,37.5133,34.0467,57.16,70,60,5.21
402,Labuhan,ID,2022-10-20 20:36:06,-6.8844,112.2051,79.47,84,100,5.73
403,Tautira,PF,2022-10-20 20:36:07,-17.7333,-149.15,76.89,81,62,17.76
404,San Quintin,MX,2022-10-20 20:36:07,30.4833,-115.95,76.87,55,2,8.57
405,Dudinka,RU,2022-10-20 20:36:07,69.4058,86.1778,33.42,98,100,18.25
406,Nelson Bay,AU,2022-10-20 20:36:07,-32.7167,152.15,68.11,94,100,8.99
407,Waipawa,NZ,2022-10-20 20:36:08,-41.4122,175.5153,46.18,61,96,16.4
408,Bichura,RU,2022-10-20 20:36:08,50.5881,107.6022,28.42,92,36,2.1
409,Lengshuitan,CN,2022-10-20 20:36:09,26.4111,111.5956,65.88,27,94,1.79
410,Indiaroba,BR,2022-10-20 20:36:09,-11.5192,-37.5117,75.09,71,0,7.14
411,Jiazi,CN,2022-10-20 20:36:09,22.8779,116.067,68.74,74,95,13.96
412,Maceio,BR,2022-10-20 20:34:25,-9.6658,-35.7353,78.24,73,20,10.36
413,Taoudenni,ML,2022-10-20 20:36:10,22.6783,-3.9836,86.92,13,8,15.99
414,Kruisfontein,ZA,2022-10-20 20:34:00,-34.0033,24.7314,57.88,86,38,4.52
415,Hartland,US,2022-10-20 20:31:26,43.105,-88.342,59.67,33,0,8.05
416,Udachnyy,RU,2022-10-20 20:36:11,66.4167,112.4,15.8,94,36,9.55
417,Ginda,IN,2022-10-20 20:36:11,30.6945,78.4932,45.9,67,3,8.32
418,Lyaskelya,RU,2022-10-20 20:36:12,61.7667,31.0167,35.55,79,100,3.13
419,Angoche,MZ,2022-10-20 20:36:12,-16.2325,39.9086,75.72,82,0,11.03
420,Golden,US,2022-10-20 20:36:13,39.7555,-105.2211,80.98,10,0,12.66
421,Ganzhou,CN,2022-10-20 20:36:13,28.8184,115.4327,60.3,52,57,3.27
422,Jiutai,CN,2022-10-20 20:36:13,44.1525,125.8328,55.74,46,100,20.94
423,Birao,CF,2022-10-20 20:36:13,10.2849,22.7882,75.92,61,21,3.96
424,Bud,US,2022-10-20 20:36:14,39.447,-86.1758,60.75,25,24,14.23
425,San Felipe,VE,2022-10-20 20:36:14,10.3399,-68.7425,79.95,84,36,5.32
426,Northam,GB,2022-10-20 20:36:14,51.0333,-4.2167,56.61,89,97,13.56
427,Mathbaria,BD,2022-10-20 20:36:15,22.2876,89.9593,71.28,77,0,6.96
428,Santa Cruz,BO,2022-10-20 20:31:44,-17.8,-63.1667,91.45,49,40,13.8
429,Dasoguz,TM,2022-10-20 20:36:15,41.8363,59.9666,58.95,41,0,9.22
430,Kulhudhuffushi,MV,2022-10-20 20:36:15,6.6221,73.07,81.23,79,100,15.73
431,Kingston,JM,2022-10-20 20:36:16,17.997,-76.7936,86.23,75,41,5.01
432,Nazarovo,RU,2022-10-20 20:33:18,56.0064,90.3914,37.08,91,100,11.77
433,Klyuchi,RU,2022-10-20 20:36:16,52.2667,79.1667,51.82,64,100,15.79
434,Grindavik,IS,2022-10-20 20:36:16,63.8424,-22.4338,40.95,81,0,11.5
435,Belyy Yar,RU,2022-10-20 20:36:17,53.6039,91.3903,42.69,61,20,11.18
436,Nichinan,JP,2022-10-20 20:36:17,31.6,131.3667,64.4,78,76,6.76
437,Launceston,AU,2022-10-20 20:36:17,-41.45,147.1667,50.81,100,40,6.91
438,Kwakoa,TZ,2022-10-20 20:36:18,-3.7667,37.7167,66.69,80,46,4.9
439,Pravdinsk,RU,2022-10-20 20:32:16,54.4429,21.0179,40.39,78,7,6.22
440,Saint-Georges,GD,2022-10-20 20:36:18,12.0564,-61.7485,85.68,74,75,2.3
441,Jalgaon,IN,2022-10-20 20:36:19,21.0167,75.5667,72.55,71,64,6.17
442,Kalmunai,LK,2022-10-20 20:36:19,7.4167,81.8167,77.63,88,100,5.32
443,Vila Franca Do Campo,PT,2022-10-20 20:36:19,37.7167,-25.4333,64.2,78,25,11.54
444,Guatire,VE,2022-10-20 20:36:19,10.4762,-66.5427,85.69,95,37,2.77
445,Tobermory,CA,2022-10-20 20:36:20,45.2501,-81.6665,43.7,64,93,18.03
446,Basco,PH,2022-10-20 20:36:20,20.4487,121.9702,79.63,82,74,28.48
447,Santa Isabel,BR,2022-10-20 20:36:20,-23.3156,-46.2214,83.91,87,80,5.48
448,Taltal,CL,2022-10-20 20:36:21,-25.4,-70.4833,64.67,61,23,6.71
449,Gemena,CD,2022-10-20 20:36:21,3.25,19.7667,70.32,97,100,1.99
450,Samarai,PG,2022-10-20 20:36:21,-10.6167,150.6667,81.77,77,63,0.67
451,Beihai,CN,2022-10-20 20:36:22,21.4833,109.1,67.19,81,100,13.47
452,Patea,NZ,2022-10-20 20:36:22,-39.7583,174.4833,52.86,65,100,12.66
453,Takapau,NZ,2022-10-20 20:36:22,-40.0333,176.35,48.72,60,99,8.72
454,Tourlaville,FR,2022-10-20 20:36:22,49.6383,-1.5664,58.42,88,75,8.05
455,Ambulu,ID,2022-10-20 20:36:23,-8.345,113.6058,75.78,91,100,1.59
456,Port Augusta,AU,2022-10-20 20:36:23,-32.5,137.7667,62.01,86,92,7.36
457,Bengkulu,ID,2022-10-20 20:36:24,-3.8004,102.2655,74.61,92,100,10.09
458,Pimentel,PE,2022-10-20 20:36:24,-6.8367,-79.9342,68.29,64,0,21.85
459,Mogadishu,SO,2022-10-20 20:36:24,2.0371,45.3438,77.65,84,46,13.94
460,Margate,GB,2022-10-20 20:36:24,51.3813,1.3862,55.31,92,14,4.32
461,Salinopolis,BR,2022-10-20 20:32:39,-0.6136,-47.3561,81.57,79,62,15.19
462,Doha,QA,2022-10-20 20:36:25,25.2867,51.5333,85.98,62,0,6.91
463,Herre,NO,2022-10-20 20:36:26,59.1,9.5667,39.67,86,100,2.55
464,Fengrun,CN,2022-10-20 20:36:26,39.8333,118.1167,52.14,53,8,2.98
465,Rosetta,EG,2022-10-20 20:36:27,31.4044,30.4164,70.68,73,0,7.85
466,Itarantim,BR,2022-10-20 20:36:27,-15.6597,-40.0656,76.55,61,76,11.16
467,Marzuq,YE,2022-10-20 20:36:27,14.4,46.4667,68.02,45,0,3.0
468,Port-Gentil,GA,2022-10-20 20:36:28,-0.7193,8.7815,78.91,81,70,10.29
469,Igarka,RU,2022-10-20 20:36:28,67.4667,86.5833,33.15,99,100,15.32
470,Fare,PF,2022-10-20 20:36:28,-16.7,-151.0167,79.07,75,12,15.55
471,Yerbogachen,RU,2022-10-20 20:36:29,61.2767,108.0108,29.08,90,100,3.96
472,Kununurra,AU,2022-10-20 20:32:48,-15.7667,128.7333,88.05,53,95,3.83
473,Nandu,CN,2022-10-20 20:36:29,22.8525,110.8233,65.23,60,99,1.97
474,Oranjemund,NA,2022-10-20 20:36:29,-28.55,16.4333,59.83,82,100,19.82
475,Bathsheba,BB,2022-10-20 20:36:30,13.2167,-59.5167,84.81,79,40,13.8
476,Dhidhdhoo,MV,2022-10-20 20:36:30,6.8833,73.1,81.3,79,100,15.66
477,Juegang,CN,2022-10-20 20:36:30,32.3174,121.1855,63.99,82,100,6.06
478,Jacareacanga,BR,2022-10-20 20:36:31,-6.2222,-57.7528,82.94,68,100,2.91
479,Moranbah,AU,2022-10-20 20:33:48,-22.0016,148.0466,72.32,84,98,7.25
480,Lasa,IT,2022-10-20 20:36:31,46.6166,10.7002,58.08,93,100,3.76
481,Batemans Bay,AU,2022-10-20 20:36:32,-35.7167,150.1833,66.09,97,100,8.5
482,Yar-Sale,RU,2022-10-20 20:33:23,66.8333,70.8333,32.0,97,100,8.12
483,Imeni Babushkina,RU,2022-10-20 20:36:32,59.7573,43.1285,36.95,93,100,7.78
484,Unity,CA,2022-10-20 20:36:32,52.4501,-109.1682,48.25,45,95,20.71
485,Yeppoon,AU,2022-10-20 20:36:32,-23.1333,150.7333,67.78,85,81,8.16
486,Garden City,US,2022-10-20 20:33:43,42.3256,-83.331,46.65,68,75,14.97
487,Ouagadougou,BF,2022-10-20 20:34:38,12.3642,-1.5383,86.13,51,0,3.44
488,Esperance,AU,2022-10-20 20:36:33,-33.8667,121.9,59.9,83,98,5.93
489,Kiunga,PG,2022-10-20 20:36:33,-6.1219,141.2906,73.58,99,100,0.89
490,Srinagar,IN,2022-10-20 20:36:34,34.0833,74.8167,44.69,88,100,1.14
491,Viedma,AR,2022-10-20 20:35:54,-40.8135,-62.9967,72.37,24,82,13.47
492,Bhadasar,IN,2022-10-20 20:36:34,28.2833,74.3167,77.5,29,3,11.95
493,Great Falls,US,2022-10-20 20:34:57,47.5002,-111.3008,71.42,23,0,23.02
494,Chara,RU,2022-10-20 20:36:34,56.9064,118.2631,25.07,72,100,1.36
495,Erdenet,MN,2022-10-20 20:35:25,49.0333,104.0833,26.94,94,100,3.94
496,Izumo,JP,2022-10-20 20:36:35,35.3667,132.7667,48.15,77,41,5.14
497,Xihe,CN,2022-10-20 20:36:35,31.6864,113.4659,64.27,39,100,2.13
498,Watsa,CD,2022-10-20 20:36:35,3.0372,29.5355,65.8,97,100,1.12
499,Katobu,ID,2022-10-20 20:36:35,-4.9408,122.5276,75.61,89,100,2.8
500,Bosaso,SO,2022-10-20 20:36:36,11.2842,49.1816,78.85,62,19,2.93
501,Gerash,IR,2022-10-20 20:36:36,27.6652,54.1371,68.14,32,50,1.63
502,Campina Grande Do Sul,BR,2022-10-20 20:36:37,-25.3056,-49.0553,64.98,95,100,1.79
503,Mildura,AU,2022-10-20 20:36:37,-34.2,142.15,62.56,94,100,4.61
504,Elliot Lake,CA,2022-10-20 20:36:37,46.3834,-82.6331,36.1,79,99,5.55
505,Uglegorsk,RU,2022-10-20 20:36:38,49.0833,142.0333,44.62,69,7,9.26
506,Vestmannaeyjar,IS,2022-10-20 20:32:41,63.4427,-20.2734,42.93,72,89,10.92
507,Lata,PT,2022-10-20 20:36:39,40.1629,-8.3327,62.82,96,100,5.3
508,Ruwi,OM,2022-10-20 20:36:39,23.5996,58.5507,80.29,34,0,3.67
509,Metro,ID,2022-10-20 20:36:40,-5.1131,105.3067,74.41,96,99,7.56
510,Pilar,BR,2022-10-20 20:36:40,-9.5972,-35.9567,76.93,73,9,6.64
511,Kamenka,RU,2022-10-20 20:36:40,51.3223,42.7678,44.56,80,100,16.98
512,Pangnirtung,CA,2022-10-20 20:35:11,66.1451,-65.7125,35.6,51,75,12.66
513,Santa Marta,CO,2022-10-20 20:36:40,11.2408,-74.199,91.45,66,40,5.75
514,Itoman,JP,2022-10-20 20:36:41,26.1247,127.6694,79.57,70,75,19.57
515,Tateyama,JP,2022-10-20 20:36:41,34.9833,139.8667,63.75,61,0,5.59
516,Kholm,RU,2022-10-20 20:36:41,59.2667,32.85,40.55,93,100,3.83
517,Marawi,PH,2022-10-20 20:36:42,7.9986,124.2928,68.86,93,99,2.17
518,Atbasar,KZ,2022-10-20 20:36:42,51.8,68.3333,49.73,48,100,14.99
519,Warri,NG,2022-10-20 20:36:42,5.5167,5.75,76.57,90,95,4.47
520,Goderich,CA,2022-10-20 20:36:42,43.7501,-81.7165,44.91,81,100,16.11
521,Japura,ID,2022-10-20 20:36:43,-0.3167,102.35,74.57,96,100,1.28
522,Ambanja,MG,2022-10-20 20:36:43,-13.6833,48.45,73.31,78,57,1.97
523,Skotina,GR,2022-10-20 20:36:43,40.0147,22.5515,58.93,49,0,2.04
524,Lamu,KE,2022-10-20 20:36:43,-2.2717,40.902,75.42,81,37,15.1
525,Dinard,FR,2022-10-20 20:36:44,48.6314,-2.0614,62.98,85,0,9.22
526,Elko,US,2022-10-20 20:36:44,41.0002,-115.5012,71.64,13,3,10.0
527,Guhagar,IN,2022-10-20 20:36:44,17.4842,73.1929,77.29,90,86,4.03
528,Kalakamati,BW,2022-10-20 20:36:45,-20.5929,27.3121,69.87,37,3,11.14
529,Santa Isabel Do Rio Negro,BR,2022-10-20 20:36:45,-0.4139,-65.0192,84.22,67,100,3.15
530,Fostoria,US,2022-10-20 20:36:45,41.157,-83.4169,53.55,40,98,3.0
531,La Paz,BO,2022-10-20 20:35:08,-16.5,-68.15,67.98,15,75,12.66
532,Half Moon Bay,US,2022-10-20 20:36:46,37.4636,-122.4286,90.59,66,20,14.97
533,Manzanares,ES,2022-10-20 20:36:46,38.9991,-3.3699,65.75,74,100,14.47
534,Kimbe,PG,2022-10-20 20:36:46,-5.5502,150.1429,78.3,84,81,2.59
535,Sur,OM,2022-10-20 20:36:46,22.5667,59.5289,81.01,38,0,6.82
536,Mitu,CO,2022-10-20 20:36:47,1.1983,-70.1733,84.58,67,62,2.46
537,Malpe,IN,2022-10-20 20:36:47,13.35,74.7167,78.1,92,100,4.59
538,Coihaique,CL,2022-10-20 20:36:47,-45.5752,-72.0662,52.41,46,20,8.05
539,Grand Baie,MU,2022-10-20 20:36:48,-20.0182,57.5802,72.45,73,4,5.01
540,Tsaratanana,MG,2022-10-20 20:36:48,-16.7833,47.65,69.35,63,0,6.44
541,Ishigaki,JP,2022-10-20 20:36:48,24.3448,124.1572,77.13,83,100,18.41
542,Wrzesnia,PL,2022-10-20 20:36:49,52.3251,17.5652,44.55,72,26,11.18
543,Sistranda,NO,2022-10-20 20:36:49,63.7256,8.834,42.76,73,85,4.03
544,Lodja,CD,2022-10-20 20:36:49,-3.4833,23.4333,67.8,98,100,0.78
545,Chibombo,ZM,2022-10-20 20:36:49,-14.6569,28.0706,73.96,43,87,9.1
546,Pandan,PH,2022-10-20 20:36:50,14.0453,124.1694,78.3,87,88,5.03
547,Balkanabat,TM,2022-10-20 20:36:50,39.5108,54.3671,73.54,31,94,1.39
548,Tessalit,ML,2022-10-20 20:36:50,20.1986,1.0114,83.35,16,98,8.37
549,Jacqueville,CI,2022-10-20 20:36:51,5.2052,-4.4146,78.66,86,71,10.29
550,Moussoro,TD,2022-10-20 20:36:51,13.6408,16.4901,89.19,18,100,11.86
551,Westerland,DE,2022-10-20 20:36:51,54.9079,8.3033,50.02,93,100,13.8
552,Leninskoye,KZ,2022-10-20 20:36:52,41.7589,69.3864,50.22,39,77,2.59
553,Diego De Almagro,CL,2022-10-20 20:36:53,-26.3667,-70.05,73.98,12,0,10.16
554,Boa Vista,BR,2022-10-20 20:36:53,2.8197,-60.6733,93.18,46,40,9.22
555,Saint-Augustin,CA,2022-10-20 20:36:53,51.226,-58.6502,51.76,87,100,12.1
556,Kharp,RU,2022-10-20 20:36:54,66.8014,65.8081,29.89,97,100,5.23
557,Pochutla,MX,2022-10-20 20:36:54,15.7432,-96.4661,85.82,68,67,4.45
558,Taree,AU,2022-10-20 20:36:54,-31.9,152.4667,68.99,96,100,4.16
559,Khair,IN,2022-10-20 20:36:54,27.95,77.8333,72.91,50,0,4.65
560,Fergus Falls,US,2022-10-20 20:36:43,46.283,-96.0776,63.66,43,0,9.22
561,Port-Cartier,CA,2022-10-20 20:36:55,50.0334,-66.8654,49.68,72,23,10.65
562,Yining,CN,2022-10-20 20:36:55,29.0361,114.5636,59.36,55,100,0.78
563,Guapiacu,BR,2022-10-20 20:36:55,-20.795,-49.2203,88.39,33,82,10.89
564,Hamilton,US,2022-10-20 20:34:09,39.1834,-84.5333,57.99,26,75,13.8
565,Manadhoo,MV,2022-10-20 20:36:56,5.7667,73.3833,81.7,77,100,15.86
566,Taksimo,RU,2022-10-20 20:33:15,56.3444,114.8794,21.22,89,41,2.91
567,Cayenne,GF,2022-10-20 20:36:56,4.9333,-52.3333,84.24,74,0,8.05
568,Kaka,TM,2022-10-20 20:36:56,37.3482,59.6143,68.88,21,90,5.44
569,Ostrovnoy,RU,2022-10-20 20:36:57,68.0531,39.5131,35.37,92,100,37.83
570,Sitka,US,2022-10-20 20:36:57,57.0531,-135.33,48.09,81,100,9.22
571,Lienz,AT,2022-10-20 20:36:57,46.8289,12.769,56.19,92,99,4.34
572,Gushikawa,JP,2022-10-20 20:36:58,26.3544,127.8686,78.8,67,75,19.57
573,Mercedes,AR,2022-10-20 20:36:58,-34.6515,-59.4307,78.04,37,100,6.78
574,San Ramon,US,2022-10-20 20:34:02,37.7799,-121.978,88.25,32,0,6.91
575,Severnyy,RU,2022-10-20 20:36:58,50.677,36.5532,42.84,93,75,13.42
576,Hagersville,CA,2022-10-20 20:36:59,42.9668,-80.0497,40.57,63,100,17.05
577,Tromso,NO,2022-10-20 20:35:25,69.6496,18.957,35.62,80,0,9.22
578,Tera,NE,2022-10-20 20:36:59,14.0078,0.7531,88.36,14,7,7.72
579,Goryachegorsk,RU,2022-10-20 20:36:59,55.4053,88.9154,37.71,87,100,11.65
580,Tarifa,ES,2022-10-20 20:36:59,36.0139,-5.607,68.02,81,100,2.93
581,Kargil,IN,2022-10-20 20:37:00,34.5667,76.1,29.07,66,100,1.43
582,Rio Gallegos,AR,2022-10-20 20:37:00,-51.6226,-69.2181,48.25,25,40,28.77
583,Dresden,DE,2022-10-20 20:37:00,51.0509,13.7383,52.99,79,0,12.66
584,Iisalmi,FI,2022-10-20 20:37:01,63.5592,27.1907,34.25,87,100,2.35
585,Hobyo,SO,2022-10-20 20:37:01,5.3505,48.5268,78.91,84,72,16.46
586,Lessines,BE,2022-10-20 20:37:01,50.711,3.8358,65.32,86,75,9.22
587,Berlevag,NO,2022-10-20 20:37:01,70.8578,29.0864,39.15,60,100,21.85
588,Krasnoselkup,RU,2022-10-20 20:35:18,65.7,82.4667,35.98,98,100,13.11
589,Aksu,CN,2022-10-20 20:37:02,41.1231,80.2644,51.08,31,3,2.71
590,Opuwo,NA,2022-10-20 20:37:02,-18.0607,13.84,75.78,32,81,6.35
591,Sladkovo,RU,2022-10-20 20:32:18,55.5284,70.3385,38.98,84,60,6.51
592,Newcastle,AU,2022-10-20 20:36:35,-32.9272,151.7765,67.82,97,100,1.01
593,Itapuranga,BR,2022-10-20 20:37:03,-15.5622,-49.9486,89.67,25,96,5.77
594,San Cristobal,VE,2022-10-20 20:33:56,7.7669,-72.225,78.98,60,98,1.86
595,Benalla,AU,2022-10-20 20:37:03,-36.55,145.9833,60.69,90,100,3.89
596,Kemijarvi,FI,2022-10-20 20:37:03,66.7131,27.4306,32.27,84,100,3.69
597,Mandan,US,2022-10-20 20:37:05,46.8267,-100.8896,81.37,38,0,17.27
598,Kiboga,UG,2022-10-20 20:37:05,0.9161,31.7742,61.25,96,100,0.47
599,Smithers,CA,2022-10-20 20:35:09,54.7804,-127.1743,48.52,53,75,3.44
